SOURCE,TARGET,SOURCEROWS,ANNUM
THERADOC,CROSSREFERENCE,122890,02/03/2016
THERADOC,ENCOUNTER,17750618,02/03/2016
THERADOC,INFECTION,661673,02/13/2016
THERADOC,PATIENT,6443130,02/25/2016
THERADOC,ORDER,68259,02/27/2016
THERADOC,CROSSREFERENCE,123038,02/07/2016
THERADOC,ORDER,68259,02/23/2016
THERADOC,ORDER,68259,02/29/2016
THERADOC,INFECTION,661681,02/15/2016
THERADOC,ENCOUNTER,17995103,02/29/2016
THERADOC,ENCOUNTER,17860004,02/14/2016
THERADOC,ENCOUNTER,17807485,02/09/2016
THERADOC,ORDER,67215,02/09/2016
THERADOC,CROSSREFERENCE,123048,02/08/2016
THERADOC,INFECTION,660807,02/10/2016
THERADOC,CROSSREFERENCE,122855,02/02/2016
THERADOC,INFECTION,664133,02/24/2016
THERADOC,CROSSREFERENCE,123931,02/24/2016
THERADOC,ORDER,67215,02/02/2016
THERADOC,ENCOUNTER,17855504,02/13/2016
THERADOC,ORDER,68259,02/20/2016
THERADOC,ORDER,68259,02/14/2016
THERADOC,PATIENT,6436856,02/22/2016
THERADOC,ORDER,68259,02/25/2016
THERADOC,PATIENT,6445274,02/26/2016
THERADOC,PATIENT,6408739,02/04/2016
THERADOC,CROSSREFERENCE,123449,02/14/2016
THERADOC,ORDER,67215,02/10/2016
THERADOC,PATIENT,6413874,02/08/2016
THERADOC,PATIENT,6422318,02/12/2016
THERADOC,ENCOUNTER,17795570,02/08/2016
THERADOC,PATIENT,6413353,02/07/2016
THERADOC,CROSSREFERENCE,123748,02/20/2016
THERADOC,PATIENT,6418109,02/10/2016
THERADOC,CROSSREFERENCE,124034,02/26/2016
THERADOC,ORDER,67215,02/06/2016
THERADOC,INFECTION,658396,02/01/2016
THERADOC,INFECTION,664578,02/26/2016
THERADOC,PATIENT,6435611,02/20/2016
THERADOC,ORDER,67215,02/07/2016
THERADOC,ORDER,68259,02/17/2016
THERADOC,PATIENT,6424392,02/13/2016
THERADOC,INFECTION,662347,02/17/2016
THERADOC,INFECTION,663271,02/20/2016
THERADOC,INFECTION,659801,02/05/2016
THERADOC,INFECTION,662925,02/19/2016
THERADOC,ORDER,67215,02/01/2016
THERADOC,INFECTION,659493,02/04/2016
THERADOC,ENCOUNTER,17724960,02/01/2016
THERADOC,INFECTION,664823,02/28/2016
THERADOC,PATIENT,6433538,02/19/2016
THERADOC,ENCOUNTER,17930907,02/22/2016
THERADOC,INFECTION,661677,02/14/2016
THERADOC,INFECTION,664416,02/25/2016
THERADOC,ENCOUNTER,17977104,02/26/2016
THERADOC,CROSSREFERENCE,122746,02/01/2016
THERADOC,ENCOUNTER,17911056,02/19/2016
THERADOC,INFECTION,659238,02/03/2016
THERADOC,ENCOUNTER,17899176,02/18/2016
THERADOC,PATIENT,6404720,02/02/2016
THERADOC,INFECTION,663877,02/23/2016
THERADOC,CROSSREFERENCE,123993,02/25/2016
THERADOC,INFECTION,660094,02/06/2016
THERADOC,ORDER,68259,02/22/2016
THERADOC,INFECTION,661103,02/11/2016
THERADOC,ORDER,67215,02/03/2016
THERADOC,ENCOUNTER,17922434,02/20/2016
THERADOC,CROSSREFERENCE,122986,02/05/2016
THERADOC,ENCOUNTER,17819236,02/10/2016
THERADOC,ENCOUNTER,17831040,02/11/2016
THERADOC,CROSSREFERENCE,123560,02/16/2016
THERADOC,ENCOUNTER,17775651,02/05/2016
THERADOC,INFECTION,663319,02/22/2016
THERADOC,ENCOUNTER,17942761,02/23/2016
THERADOC,ENCOUNTER,17987889,02/27/2016
THERADOC,CROSSREFERENCE,123895,02/23/2016
THERADOC,ENCOUNTER,17874510,02/16/2016
THERADOC,PATIENT,6412778,02/06/2016
THERADOC,PATIENT,6424967,02/14/2016
THERADOC,ORDER,67215,02/05/2016
THERADOC,ORDER,67215,02/04/2016
THERADOC,CROSSREFERENCE,123450,02/15/2016
THERADOC,PATIENT,6406720,02/03/2016
THERADOC,PATIENT,6441063,02/24/2016
THERADOC,ENCOUNTER,17763048,02/04/2016
THERADOC,CROSSREFERENCE,122928,02/04/2016
THERADOC,CROSSREFERENCE,124094,02/28/2016
THERADOC,ORDER,68259,02/24/2016
THERADOC,PATIENT,6447920,02/28/2016
THERADOC,ORDER,68259,02/13/2016
THERADOC,ENCOUNTER,17965887,02/25/2016
