SOURCE,TARGET,SOURCEROWS,ANNUM
SCM,ENCOUNTER,173665745,02/23/2016
SCM,ORDER,892948208,02/09/2016
SCM,DOCUMENTATION,142184672,02/02/2016
SCM,ENCOUNTER,174258913,02/28/2016
SCM,DOCUMENTATION,143176292,02/12/2016
SCM,ORDER,895825806,02/22/2016
SCM,ORDER,896032663,02/23/2016
SCM,DIAGNOSIS AND PROCEDURES,11233445,02/29/2016
SCM,DOCUMENTATION,142840045,02/09/2016
SCM,ENCOUNTER,172202150,02/10/2016
SCM,ENCOUNTER,172326392,02/11/2016
SCM,DIAGNOSIS AND PROCEDURES,11209063,02/24/2016
SCM,DIAGNOSIS AND PROCEDURES,11132074,02/10/2016
SCM,DIAGNOSIS AND PROCEDURES,11229493,02/27/2016
SCM,PATIENT,8146696,02/12/2016
SCM,ENCOUNTER,171289687,02/02/2016
SCM,PATIENT,8133819,02/05/2016
SCM,ORDER,891900507,02/04/2016
SCM,DOCUMENTATION,143837066,02/19/2016
SCM,DOCUMENTATION,143406109,02/15/2016
SCM,DOCUMENTATION,142611393,02/06/2016
SCM,DOCUMENTATION,142731964,02/08/2016
SCM,ORDER,894752467,02/17/2016
SCM,ENCOUNTER,173547809,02/22/2016
SCM,ENCOUNTER,173909921,02/25/2016
SCM,ORDER,894129715,02/14/2016
SCM,ENCOUNTER,174035386,02/26/2016
SCM,PATIENT,8174122,02/27/2016
SCM,DIAGNOSIS AND PROCEDURES,11152303,02/13/2016
SCM,DIAGNOSIS AND PROCEDURES,11163219,02/16/2016
SCM,PATIENT,8150227,02/15/2016
SCM,ORDER,894293973,02/15/2016
SCM,PATIENT,8149491,02/14/2016
SCM,ORDER,892136490,02/05/2016
SCM,DOCUMENTATION,143623818,02/17/2016
SCM,DOCUMENTATION,144385515,02/25/2016
SCM,PATIENT,8154839,02/17/2016
SCM,ENCOUNTER,171410346,02/03/2016
SCM,DOCUMENTATION,142400139,02/04/2016
SCM,PATIENT,8169497,02/25/2016
SCM,DOCUMENTATION,144667364,02/28/2016
SCM,DIAGNOSIS AND PROCEDURES,11125084,02/09/2016
SCM,ENCOUNTER,172568186,02/13/2016
SCM,DOCUMENTATION,144274194,02/24/2016
SCM,DOCUMENTATION,143285089,02/13/2016
SCM,DOCUMENTATION,143734944,02/18/2016
SCM,ENCOUNTER,172081125,02/09/2016
SCM,ORDER,891210797,02/01/2016
SCM,DIAGNOSIS AND PROCEDURES,11202206,02/23/2016
SCM,DIAGNOSIS AND PROCEDURES,11098842,02/04/2016
SCM,ENCOUNTER,172449580,02/12/2016
SCM,ENCOUNTER,173120669,02/18/2016
SCM,PATIENT,8156822,02/18/2016
SCM,ENCOUNTER,171173283,02/01/2016
SCM,ORDER,892383350,02/06/2016
SCM,ORDER,896279828,02/24/2016
SCM,ORDER,892736170,02/08/2016
SCM,ENCOUNTER,173787845,02/24/2016
SCM,ORDER,891663245,02/03/2016
SCM,ORDER,894502643,02/16/2016
SCM,DIAGNOSIS AND PROCEDURES,11222948,02/26/2016
SCM,ORDER,896531209,02/25/2016
SCM,PATIENT,8152569,02/16/2016
SCM,ENCOUNTER,173241869,02/19/2016
SCM,DIAGNOSIS AND PROCEDURES,11169964,02/17/2016
SCM,ORDER,894998783,02/18/2016
SCM,DOCUMENTATION,144164569,02/23/2016
SCM,PATIENT,8136776,02/07/2016
SCM,PATIENT,8142026,02/10/2016
SCM,PATIENT,8127095,02/02/2016
SCM,DOCUMENTATION,143943949,02/20/2016
SCM,ORDER,897025326,02/27/2016
SCM,DIAGNOSIS AND PROCEDURES,11115210,02/07/2016
SCM,ENCOUNTER,171529813,02/04/2016
SCM,PATIENT,8139811,02/09/2016
SCM,PATIENT,8174980,02/28/2016
