SOURCE,TARGET,SOURCEROWS,ANNUM
ARIA,PATIENT,98592,02/14/2016
ARIA,PATIENT,98336,02/07/2016
ARIA,CROSSREFERENCE,147601,02/03/2016
ARIA,DIAGNOSIS AND PROCEDURES,278275,02/07/2016
ARIA,ENCOUNTER,7544,02/06/2016
ARIA,PATIENT,98814,02/19/2016
ARIA,PATIENT,98592,02/13/2016
ARIA,DIAGNOSIS AND PROCEDURES,279314,02/26/2016
ARIA,CROSSREFERENCE,147848,02/06/2016
ARIA,CROSSREFERENCE,148327,02/14/2016
ARIA,DIAGNOSIS AND PROCEDURES,278829,02/17/2016
ARIA,ENCOUNTER,7595,02/18/2016
ARIA,CROSSREFERENCE,149324,02/29/2016
ARIA,ENCOUNTER,7534,02/04/2016
ARIA,PATIENT,98373,02/09/2016
ARIA,ENCOUNTER,7613,02/24/2016
ARIA,CROSSREFERENCE,148819,02/22/2016
ARIA,ENCOUNTER,7606,02/20/2016
ARIA,CROSSREFERENCE,147802,02/05/2016
ARIA,DIAGNOSIS AND PROCEDURES,278462,02/10/2016
ARIA,DIAGNOSIS AND PROCEDURES,278231,02/05/2016
ARIA,PATIENT,99104,02/29/2016
ARIA,PATIENT,98438,02/10/2016
ARIA,CROSSREFERENCE,148327,02/15/2016
ARIA,CROSSREFERENCE,149158,02/25/2016
ARIA,CROSSREFERENCE,147849,02/07/2016
ARIA,CROSSREFERENCE,149046,02/24/2016
ARIA,ENCOUNTER,7575,02/13/2016
ARIA,PATIENT,99046,02/26/2016
ARIA,DIAGNOSIS AND PROCEDURES,278266,02/06/2016
ARIA,DIAGNOSIS AND PROCEDURES,279356,02/27/2016
ARIA,CROSSREFERENCE,149324,02/27/2016
ARIA,PATIENT,98340,02/08/2016
ARIA,CROSSREFERENCE,148934,02/23/2016
ARIA,CROSSREFERENCE,147489,02/02/2016
ARIA,ENCOUNTER,7575,02/15/2016
ARIA,PATIENT,98675,02/17/2016
ARIA,ENCOUNTER,7523,02/03/2016
ARIA,CROSSREFERENCE,148666,02/18/2016
ARIA,PATIENT,98852,02/20/2016
ARIA,DIAGNOSIS AND PROCEDURES,279370,02/29/2016
ARIA,PATIENT,98852,02/22/2016
ARIA,ENCOUNTER,7628,02/29/2016
ARIA,PATIENT,98619,02/16/2016
ARIA,PATIENT,98592,02/15/2016
ARIA,DIAGNOSIS AND PROCEDURES,277994,02/02/2016
ARIA,CROSSREFERENCE,148543,02/17/2016
ARIA,CROSSREFERENCE,147849,02/08/2016
ARIA,DIAGNOSIS AND PROCEDURES,278077,02/03/2016
ARIA,PATIENT,98330,02/06/2016
ARIA,PATIENT,98293,02/05/2016
ARIA,DIAGNOSIS AND PROCEDURES,279011,02/22/2016
ARIA,PATIENT,98131,02/02/2016
ARIA,PATIENT,98189,02/03/2016
ARIA,PATIENT,98930,02/24/2016
ARIA,DIAGNOSIS AND PROCEDURES,278368,02/09/2016
